feature,OLS,Ridge,Lasso,Random Forest,XGBoost,Gradient Boosting
gdp_real_constant_usd,56.16475476042143,56.31374746096623,56.16552211701686,87.90265850920464,42.115519250567004,73.03637076016471
unemployment_rate,37.38570514233264,37.39622814379517,37.38577958514635,8.510570152068675,36.192551035442115,14.633725173115018
inflation_cpi,6.449540097245928,6.290024395238597,6.448698297836788,3.58677133872669,21.69192971399088,12.32990406672026
