feature,OLS,Ridge,Lasso,Random Forest,XGBoost,Gradient Boosting
gdp_real_constant_usd,54.740843593511755,54.89801487211674,54.7416539569611,91.74286000487785,31.155359745025635,84.92001873917052
unemployment_rate,38.0739645584033,38.092977319768984,38.07408381488096,5.504336759202564,29.209983348846436,10.508243537230173
inflation_cpi,7.18519184808496,7.009007808114289,7.184262228157952,2.752803235919585,39.63465392589569,4.571737723599298
